"","REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"334",2018,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44374566","4.58.3",NA,"..",NA,NA,2
"335",2019,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44374566","4.58.3",NA,"..",NA,NA,2
"336",2015,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000151247","4.58.15",NA,"..",NA,NA,0
"337",2016,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000151247","4.58.15",NA,"..",NA,NA,0
"338",2017,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000151247","4.58.15",0,NA,NA,NA,0
"339",2018,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000151247","4.58.15",0,NA,NA,NA,0
"340",2019,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000151247","4.58.15",0,NA,NA,NA,0
"341",2015,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000151248","4.58.16",NA,"..",NA,NA,2
"342",2016,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000151248","4.58.16",NA,"..",NA,NA,2
"343",2017,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000151248","4.58.16",NA,"..",NA,NA,2
"344",2018,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000151248","4.58.16",NA,"..",NA,NA,2
"345",2019,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000151248","4.58.16",NA,"..",NA,NA,2
"346",2015,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44388206","4.58.4",0,NA,NA,NA,0
"347",2016,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44388206","4.58.4",0,NA,NA,NA,0
"348",2017,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44388206","4.58.4",0,NA,NA,NA,0
"349",2018,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44388206","4.58.4",0,NA,NA,NA,0
"350",2019,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44388206","4.58.4",0,NA,NA,NA,0
"351",2015,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44337429","4.58.5",0,NA,NA,NA,0
"352",2016,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44337429","4.58.5",0,NA,NA,NA,0
"353",2017,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44337429","4.58.5",0,NA,NA,NA,0
"354",2018,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44337429","4.58.5",0,NA,NA,NA,0
"355",2019,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44337429","4.58.5",0,NA,NA,NA,0
"356",2015,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44368584","4.58.6",0,NA,NA,NA,0
"357",2016,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44368584","4.58.6",0,NA,NA,NA,0
"358",2017,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44368584","4.58.6",0,NA,NA,NA,0
"359",2018,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44368584","4.58.6",0,NA,NA,NA,0
"360",2019,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44368584","4.58.6",0,NA,NA,NA,0
"361",2015,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44394250","4.58.7",0,NA,NA,NA,0
"362",2016,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44394250","4.58.7",0,NA,NA,NA,0
"363",2017,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44394250","4.58.7",0,NA,NA,NA,0
"364",2018,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44394250","4.58.7",0,NA,NA,NA,0
"365",2019,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44394250","4.58.7",0,NA,NA,NA,0
"366",2015,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44339675","4.58.8",0,NA,NA,NA,2
"367",2016,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44339675","4.58.8",0,NA,NA,NA,2
"368",2017,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44339675","4.58.8",0,NA,NA,NA,2
"369",2018,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44339675","4.58.8",0,NA,NA,NA,2
"370",2019,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44339675","4.58.8",0,NA,NA,NA,2
"371",2015,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44404928","4.58.9",0,NA,NA,NA,0
"372",2016,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44404928","4.58.9",0,NA,NA,NA,0
"373",2017,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44404928","4.58.9",0,NA,NA,NA,0
"374",2018,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44404928","4.58.9",0,NA,NA,NA,0
"375",2019,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44404928","4.58.9",0,NA,NA,NA,0
"376",2015,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44339912","4.58.10",0,NA,NA,NA,2
"377",2016,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44339912","4.58.10",0,NA,NA,NA,2
"378",2017,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44339912","4.58.10",0,NA,NA,NA,2
"379",2018,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44339912","4.58.10",0,NA,NA,NA,2
"380",2019,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44339912","4.58.10",0,NA,NA,NA,2
"381",2015,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44416237","4.58.11",0,NA,NA,NA,0
"382",2016,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44416237","4.58.11",0,NA,NA,NA,0
"383",2017,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44416237","4.58.11",0,NA,NA,NA,0
"384",2018,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44416237","4.58.11",0,NA,NA,NA,0
"385",2019,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44416237","4.58.11",0,NA,NA,NA,0
"386",2015,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44359978","4.58.12",0,NA,NA,NA,2
"387",2016,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44359978","4.58.12",0,NA,NA,NA,2
"388",2017,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44359978","4.58.12",0,NA,NA,NA,2
"389",2018,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44359978","4.58.12",0,NA,NA,NA,2
"390",2019,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44359978","4.58.12",0,NA,NA,NA,2
"391",2015,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53101130","4.58.13",0,NA,NA,NA,0
"392",2016,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53101130","4.58.13",0,NA,NA,NA,0
"393",2017,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53101130","4.58.13",0,NA,NA,NA,0
"394",2018,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53101130","4.58.13",0,NA,NA,NA,0
"395",2019,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53101130","4.58.13",0,NA,NA,NA,0
"396",2015,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53101131","4.58.14",0,NA,NA,NA,2
"397",2016,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53101131","4.58.14",0,NA,NA,NA,2
"398",2017,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53101131","4.58.14",0,NA,NA,NA,2
"399",2018,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53101131","4.58.14",0,NA,NA,NA,2
"400",2019,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53101131","4.58.14",0,NA,NA,NA,2
"401",2015,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44390541","5.58.1",9,NA,NA,NA,0
"402",2016,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44390541","5.58.1",4,NA,NA,NA,0
"403",2017,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44390541","5.58.1",10,NA,NA,NA,0
"404",2018,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44390541","5.58.1",9,NA,NA,NA,0
"405",2019,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44390541","5.58.1",36,NA,NA,NA,0
"406",2015,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44353247","5.58.2",0.96,NA,NA,NA,2
"407",2016,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44353247","5.58.2",0.42,NA,NA,NA,2
"408",2017,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44353247","5.58.2",1.05,NA,NA,NA,2
"409",2018,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44353247","5.58.2",0.94,NA,NA,NA,2
"410",2019,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44353247","5.58.2",3.71,NA,NA,NA,2
"411",2015,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44371732","5.58.3",80.39,NA,NA,NA,2
"412",2016,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44371732","5.58.3",-55.85,NA,NA,NA,2
"413",2017,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44371732","5.58.3",NA,"..",NA,NA,2
"414",2018,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44371732","5.58.3",-10.85,NA,NA,NA,2
"415",2019,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44371732","5.58.3",295.1,NA,NA,NA,2
"416",2015,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000151855","5.58.15",NA,"..",NA,NA,0
"417",2016,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000151855","5.58.15",NA,"..",NA,NA,0
"418",2017,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000151855","5.58.15",1,NA,NA,NA,0
"419",2018,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000151855","5.58.15",3,NA,NA,NA,0
"420",2019,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000151855","5.58.15",11,NA,NA,NA,0
"421",2015,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000151856","5.58.16",NA,"..",NA,NA,2
"422",2016,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000151856","5.58.16",NA,"..",NA,NA,2
"423",2017,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000151856","5.58.16",9.09,NA,NA,NA,2
"424",2018,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000151856","5.58.16",25,NA,NA,NA,2
"425",2019,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000151856","5.58.16",23.4,NA,NA,NA,2
"426",2015,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44328474","5.58.4",7,NA,NA,NA,0
"427",2016,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44328474","5.58.4",0,NA,NA,NA,0
"428",2017,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44328474","5.58.4",9,NA,NA,NA,0
"429",2018,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44328474","5.58.4",2,NA,NA,NA,0
"430",2019,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44328474","5.58.4",10,NA,NA,NA,0
"431",2015,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44401573","5.58.5",7,NA,NA,NA,0
"432",2016,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44401573","5.58.5",0,NA,NA,NA,0
"433",2017,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44401573","5.58.5",9,NA,NA,NA,0
"434",2018,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44401573","5.58.5",2,NA,NA,NA,0
"435",2019,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44401573","5.58.5",10,NA,NA,NA,0
"436",2015,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44384742","5.58.6",0,NA,NA,NA,0
"437",2016,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44384742","5.58.6",0,NA,NA,NA,0
"438",2017,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44384742","5.58.6",0,NA,NA,NA,0
"439",2018,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44384742","5.58.6",0,NA,NA,NA,0
"440",2019,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44384742","5.58.6",0,NA,NA,NA,0
"441",2015,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44370720","5.58.7",10,NA,NA,NA,0
"442",2016,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44370720","5.58.7",0,NA,NA,NA,0
"443",2017,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44370720","5.58.7",6,NA,NA,NA,0
"444",2018,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44370720","5.58.7",2,NA,NA,NA,0
"445",2019,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44370720","5.58.7",14,NA,NA,NA,0
"446",2015,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44343222","5.58.8",1.2,NA,NA,NA,2
"447",2016,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44343222","5.58.8",0,NA,NA,NA,2
"448",2017,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44343222","5.58.8",0.71,NA,NA,NA,2
"449",2018,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44343222","5.58.8",0.23,NA,NA,NA,2
"450",2019,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44343222","5.58.8",1.62,NA,NA,NA,2
"451",2015,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44372632","5.58.9",8,NA,NA,NA,0
"452",2016,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44372632","5.58.9",0,NA,NA,NA,0
"453",2017,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44372632","5.58.9",6,NA,NA,NA,0
"454",2018,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44372632","5.58.9",2,NA,NA,NA,0
"455",2019,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44372632","5.58.9",14,NA,NA,NA,0
"456",2015,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44406326","5.58.10",1.04,NA,NA,NA,2
"457",2016,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44406326","5.58.10",0,NA,NA,NA,2
"458",2017,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44406326","5.58.10",0.76,NA,NA,NA,2
"459",2018,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44406326","5.58.10",0.25,NA,NA,NA,2
"460",2019,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44406326","5.58.10",1.74,NA,NA,NA,2
"461",2015,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44364257","5.58.11",2,NA,NA,NA,0
"462",2016,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44364257","5.58.11",0,NA,NA,NA,0
"463",2017,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44364257","5.58.11",0,NA,NA,NA,0
"464",2018,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44364257","5.58.11",0,NA,NA,NA,0
"465",2019,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44364257","5.58.11",0,NA,NA,NA,0
"466",2015,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44333797","5.58.12",3.45,NA,NA,NA,2
"467",2016,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44333797","5.58.12",0,NA,NA,NA,2
"468",2017,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44333797","5.58.12",0,NA,NA,NA,2
"469",2018,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44333797","5.58.12",0,NA,NA,NA,2
"470",2019,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44333797","5.58.12",0,NA,NA,NA,2
"471",2015,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53081675","5.58.13",0,NA,NA,NA,0
"472",2016,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53081675","5.58.13",0,NA,NA,NA,0
"473",2017,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53081675","5.58.13",0,NA,NA,NA,0
"474",2018,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53081675","5.58.13",0,NA,NA,NA,0
"475",2019,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53081675","5.58.13",0,NA,NA,NA,0
"476",2015,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53081676","5.58.14",0,NA,NA,NA,2
"477",2016,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53081676","5.58.14",0,NA,NA,NA,2
"478",2017,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53081676","5.58.14",0,NA,NA,NA,2
"479",2018,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53081676","5.58.14",0,NA,NA,NA,2
"480",2019,"Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53081676","5.58.14",0,NA,NA,NA,2
"481",2015,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44391651","2.58.1",0,NA,NA,NA,0
"482",2016,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44391651","2.58.1",0,NA,NA,NA,0
"483",2017,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44391651","2.58.1",1,NA,NA,NA,0
"484",2018,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44391651","2.58.1",0,NA,NA,NA,0
"485",2019,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44391651","2.58.1",1,NA,NA,NA,0
"486",2015,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44403493","2.58.2",0,NA,NA,NA,2
"487",2016,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44403493","2.58.2",0,NA,NA,NA,2
"488",2017,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44403493","2.58.2",0.19,NA,NA,NA,2
"489",2018,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44403493","2.58.2",0,NA,NA,NA,2
"490",2019,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44403493","2.58.2",0.19,NA,NA,NA,2
"491",2015,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44367597","2.58.3",0,NA,NA,NA,2
"492",2016,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44367597","2.58.3",0,NA,NA,NA,2
"493",2017,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44367597","2.58.3",NA,"..",NA,NA,2
